doc_id,genre,strategy,num_chunks,avg_chunk_sentences,mean_isd,mean_ibi,document_gpc,document_cma,document_cdf
1911.06964,scientific,Recursive-256,15,5.0,0.4761009957951804,0.2384052316347758,0.5242642652160951,0.8193818926811218,0.5746794796957807
1911.06964,scientific,Semantic-75,20,3.75,0.6402259285387117,0.3240488350391388,0.6003720503864731,0.7890566647052765,0.5605565583871714
1911.06964,scientific,RandomMatched,12,6.25,0.40314030717127025,0.15491005529959997,0.4648460318364616,0.7847458918889364,0.6049778361941848
1911.06964,scientific,ShuffledNull,12,6.25,0.32671472725148004,0.1624524469176928,0.4429302467650962,0.6695548494656881,0.6338572980266135
2001.02284,scientific,GoldSection,19,16.05263157894737,0.40414666685912953,0.20221010791627983,0.48566612634690726,0.7473197987205104,0.6338552863431065
2001.02284,scientific,Fixed-128,47,6.531914893617022,0.2937763048771848,0.1539234106845044,0.4471076799811475,0.7227879699240339,0.6130019791999528
2001.02284,scientific,Fixed-256,26,12.26923076923077,0.26713414416791725,0.1325355481642943,0.4320049733222498,0.7536552846431732,0.6451696554950013
2001.02284,scientific,Fixed-512,14,23.357142857142858,0.2434910287681435,0.11340497647012983,0.41742559047624034,0.795949420758656,0.6943127264811126
2001.02284,scientific,Recursive-256,39,7.82051282051282,0.3938479562587021,0.1873581478228936,0.4787947695733489,0.7237848119857984,0.6127591447950207
2001.02284,scientific,Semantic-75,77,3.961038961038961,0.5458724880152588,0.28052119233391504,0.5559672139735915,0.670970391143452,0.5815008906100613
2001.02284,scientific,RandomMatched,19,16.05263157894737,0.365738437768366,0.1722345995275598,0.4656542660395602,0.7541572200624567,0.6431571369779646
2001.02284,scientific,ShuffledNull,19,16.05263157894737,0.31060465002266074,0.19709536746928566,0.44875759463838,0.6279526792074505,0.6671031153518575
2002.01664,scientific,GoldSection,13,9.384615384615385,0.35473857356163746,0.21019353087131792,0.4867460347821042,0.8387016883263221,0.6209268084501579
2002.01664,scientific,Fixed-128,18,6.833333333333333,0.32992246274888104,0.15954106052716574,0.46056989252093317,0.8032007184293535,0.5995427045816011
2002.01664,scientific,Fixed-256,10,13.2,0.28999655432999133,0.10237737596035004,0.42736652525409,0.8314571976661682,0.672193988183644
2002.01664,scientific,Fixed-512,5,26.0,0.2566233303397894,0.0908854365348816,0.4128388511849511,0.8423064112663269,0.7698316494972464
2002.01664,scientific,Recursive-256,17,7.176470588235294,0.40408849147805836,0.21983618420713089,0.5008048303467323,0.8199819116031423,0.5946095829282603
2002.01664,scientific,Semantic-75,32,3.8125,0.6472287185169989,0.31059685721993446,0.595424625184406,0.7380439527332783,0.5559056052037146
2002.01664,scientific,RandomMatched,13,9.384615384615385,0.3026877273447238,0.1446654613201435,0.446378215932056,0.8185423337496244,0.619181871227497
2002.01664,scientific,ShuffledNull,13,9.384615384615385,0.24528738101407027,0.16317591758874747,0.4369540174341137,0.7163971937619723,0.6538128233626868
1808.09111,scientific,GoldSection,17,11.705882352941176,0.32778759586953504,0.16039911964360407,0.46118248701499676,0.8154183380744037,0.6421977447276408
1808.09111,scientific,Fixed-128,31,6.451612903225806,0.35251386353986397,0.13946905443745275,0.4569231619203832,0.7615155491136736,0.6134795862101294
1808.09111,scientific,Fixed-256,17,12.235294117647058,0.3147957085577004,0.1140776697327109,0.43933222635751085,0.8193440893117119,0.6588604115679557
1808.09111,scientific,Fixed-512,9,24.0,0.28450813465234304,0.07604009575313991,0.41440714756216573,0.8453565769725375,0.7287322309523647
1808.09111,scientific,Recursive-256,26,7.653846153846154,0.3451330474703215,0.14998891949653625,0.4615245180977118,0.7936396552966192,0.6192241767537712
1808.09111,scientific,Semantic-75,51,3.9019607843137254,0.610217045690732,0.2765958636414771,0.5707081076139937,0.738439233864055,0.5778115144325202
1808.09111,scientific,RandomMatched,17,11.705882352941176,0.4508136935696444,0.14669681647244623,0.4759071040892436,0.7674012394512401,0.6415736669890398
1808.09111,scientific,ShuffledNull,17,11.705882352941176,0.21346226062023027,0.13585668802261353,0.41725458352464717,0.6764835241962882,0.6696656938985047
